Judul,Status
"Keliru, Klaim Ini Video Tentara Cina yang Berdatangan ke Indonesia",Salah [-]
"Keliru, WHO Ubah Kebijakan bahwa Masker Tak Perlu Lagi Dipakai Kecuali Sakit",Salah [-]
"Keliru, Gubernur Kaltim Isran Noor Ganti Rugi UMKM yang Tutup 6-7 Februari dengan Dana Covid-19",Salah [-]
"Keliru, Klaim Ini Video Warga Prancis yang Berbondong-bondong Masuk Islam",Salah [-]
"Keliru, Tak Ada Warga Vietnam yang Meninggal Akibat Covid-19 Karena Minum Teh Panas Campur Lemon",Salah [-]
"Keliru, Pria Ini Syok saat Siuman dari Koma Setahun Karena Keluarganya Meninggal Akibat Covid-19",Salah [-]
"Keliru, Klaim Ini Foto-foto Karyawan J&T Mogok Kerja Akibat Potong Gaji",Salah [-]
"Keliru, Uang Rp 100 Bergambar Jokowi Hasil Redenominasi",Salah [-]
"Sesat, Klaim Ini Video Detik-detik Kapal Tenggelam di Selat Bali pada 5 Februari 2021",Salah [-]
"Keliru, Jokowi Beri Sinyal Tunjuk Risma Gantikan Anies Baswedan",Salah [-]
"Sesat, Foto Satelit Ini Diklaim Tunjukkan Retakan Bawah Laut Akibat Gempa Sulawesi Barat",Salah [-]
"Keliru, Klaim Ini Foto 70 Ribu Hunian Elite yang Dibangun Erdogan untuk Korban Gempa Turki",Salah [-]
"Sesat, Klaim Ini Video Kecelakaan Kereta Api pada 28 Januari 2021 di Sukoharjo",Salah [-]
"Keliru, Virus Corona Covid-19 Muncul Karena Adanya Tes Rapid dan PCR",Salah [-]
"Keliru, Kasus Covid-19 Terus Naik Karena Urutan Genetik Virusnya Sama dengan Manusia",Salah [-]
"Keliru, Status dari WhatsApp adalah Scammer yang Bisa Curi Data Pribadi",Salah [-]
"Keliru, Jarum Suntik Palsu di Video Ini Disiapkan untuk Vaksinasi Covid-19 Elite Global",Salah [-]
"Keliru, Klaim Video Kamala Harris yang Disuntik Ini Bukti Kebohongan Vaksinasi Covid-19",Salah [-]
"Keliru, Pengawal Joe Biden di Foto Ini Berasal dari Militer Cina",Salah [-]
"Keliru, Menkumham Hapus Sanksi Pidana usai Anak Buah Megawati Tolak Vaksinasi Covid-19",Salah [-]
"Keliru, Vaksin adalah Senjata Biologis karena Mengandung Racun Seperti AS03 dan MF59",Salah [-]
"Sesat, Konsumsi Qusthul Hindi atau Kayu India Bisa Sembuhkan Covid-19",Salah [-]
"Keliru, Vaksin Covid-19 Terkait dengan Jaringan 5G dan Sebabkan Wabah Penyakit Baru",Salah [-]
"Keliru, Foto yang Diklaim Tunjukkan Rizieq Shihab Kritis di Rumah Sakit",Salah [-]
"Keliru, Joe Biden Pakai Kitab Illuminati Masonik saat Ambil Sumpah Jabatan Presiden AS",Salah [-]
"Keliru, Dokter di Palembang Meninggal Karena Vaksin Covid-19 Mengandung Zat Beracun",Salah [-]
"Keliru, Klaim Ini Video Prosesi Pemakaman Penyanyi Julio Iglesias yang Meninggal Karena Covid-19",Salah [-]
"Keliru, Pakai Masker Membuat CO2 Menumpuk dan Keasaman Tubuh Naik Sehingga Rentan Virus",Salah [-]
"Sesat, Klaim Ini Video Astronot yang Lompat dari Pesawat Luar Angkasa di Ketinggian 128 Ribu Kaki",Salah [-]
"Keliru, BMKG Imbau Warga Keluar dari Mamuju Karena Akan Ada Gempa Lebih Besar dan Tsunami",Salah [-]
"Keliru, Vaksin Sinovac Dipasangi GPS atau Chip untuk Lacak Keberadaan Orang yang Telah Divaksin",Salah [-]
"Sesat, Klaim Ini Video Seorang Pria yang Pingsan usai Disuntik Vaksin Covid-19",Salah [-]
"Keliru, Klaim Ini Video Ratusan Warga yang Terkapar usai Disuntik Vaksin Sinovac",Salah [-]
"Sesat, Unggahan yang Kaitkan Foto Kendaraan yang Hanyut Ini dengan Banjir Kalsel",Salah [-]
"Keliru, Jenazah Korban Gempa Mamuju Dibungkus Daun Pisang Karena Tak Ada Kain Kafan",Salah [-]
"Keliru, Klaim Foto-foto Ini Terkait 48 Orang yang Tewas Usai Disuntik Vaksin Covid-19",Salah [-]
"Keliru, Kepala Staf Kodim Gresik Meninggal Akibat Disuntik Vaksin Covid-19",Salah [-]
"Sesat, Pesan Berantai yang Sebut Vaksinasi Covid-19 Presiden Jokowi Harus Diulang",Salah [-]
"Keliru, Orang yang Sudah Vaksinasi Covid-19 Tak Perlu Pakai Masker dan Cuci Tangan",Salah [-]
"Keliru, Klaim Ini Foto Jalan Putus di Sulawesi Barat Akibat Gempa Majene",Salah [-]
"Keliru, Klaim Ini Rekaman Suara Pilot dan Co-Pilot Pesawat Sriwijaya Air SJ 182",Salah [-]
"Sesat, Siswi SD Meninggal Karena Vaksin di Tengah Pandemi Covid-19",Salah [-]
"Keliru, Klaim Ini Video Detik-detik Sebelum Pesawat Sriwijaya Air Jatuh",Salah [-]
"Keliru, Klaim Ini Video Pengangkatan Badan Pesawat Sriwijaya Air SJ 182",Salah [-]
"Keliru, Klaim Ini Video Mensos Risma dan Mendagri Berjoget Tanpa Masker di Tengah Pandemi Covid-19",Salah [-]
"Sesat, Klaim Ini Video Ratusan Santri yang Pingsan usai Disuntik Vaksin di Tengah Pandemi Covid-19",Salah [-]
"Keliru, Klaim Ini Video Amatir Jatuhnya Pesawat Sriwijaya Air SJ 182 di Kepulauan Seribu",Salah [-]
